word,freq,percentage,match_count,volume_count,df
appropriates,1,0.018867924528301886,225658.0,150127.0,0.011563399280610172
appropriatest,1,0.018867924528301886,0.0,0.0,0.0
appropriating,1,0.018867924528301886,542522.0,343310.0,0.02644314884748432
approximately,3,0.05660377358490566,21696534.0,2884797.0,0.22219893526485165
apr,2,0.03773584905660377,1461266.0,303191.0,0.023353018386349417
april,1,0.018867924528301886,43306978.0,3035802.0,0.23382996171824472
are,50,0.9433962264150944,1850210733.0,8038672.0,0.6191715948620911
area,3,0.05660377358490566,104951224.0,4689282.0,0.3611877950360577
areas,2,0.03773584905660377,67470811.0,3692606.0,0.2844197084067277
aren,4,0.07547169811320754,59793.0,37508.0,0.002889020497426355
aren't,13,0.24528301886792453,6764.0,6270.0,0.00048294119971374757
arent,6,0.11320754716981132,41724.0,19219.0,0.0014803264620890774
ares,1,0.018867924528301886,241055.0,84630.0,0.0065185508344137895
arise,3,0.05660377358490566,15141626.0,2770133.0,0.21336704216692867
arising,1,0.018867924528301886,8973279.0,2015237.0,0.1552218460107709
around,30,0.5660377358490566,112983314.0,5459568.0,0.42051839231878557
as,51,0.9622641509433962,2850302594.0,10247845.0,0.7893311895981706
ases,1,0.018867924528301886,42427.0,21390.0,0.0016475458152913972
aside,10,0.18867924528301888,16914869.0,3749114.0,0.28877218708510477
asides,1,0.018867924528301886,172424.0,112576.0,0.008671066746247982
ask,12,0.22641509433962265,46163611.0,4507573.0,0.3471918201622482
asked,3,0.05660377358490566,86872693.0,3959749.0,0.3049961615032396
asking,10,0.18867924528301888,15205126.0,3055661.0,0.23535958361379739
asks,2,0.03773584905660377,8161049.0,1999298.0,0.1539941586451828
aslant,2,0.03773584905660377,51960.0,42051.0,0.003238941050903158
aspect,1,0.018867924528301886,21139406.0,3172164.0,0.24433312405881347
ass,1,0.018867924528301886,3616426.0,946243.0,0.0728835294482832
associated,7,0.1320754716981132,50858070.0,3977898.0,0.3063940721625067
assume,1,0.018867924528301886,24175108.0,3553551.0,0.27370912012503784
astraddle,1,0.018867924528301886,14364.0,12145.0,0.000935457874086677
astraddler,1,0.018867924528301886,0.0,0.0,0.0
astraddlest,1,0.018867924528301886,0.0,0.0,0.0
astride,2,0.03773584905660377,473582.0,304049.0,0.02341910507683656
astrider,1,0.018867924528301886,0.0,0.0,0.0
astridest,1,0.018867924528301886,0.0,0.0,0.0
at,51,0.9622641509433962,1706718058.0,10484552.0,0.807563336737029
athwart,2,0.03773584905660377,225553.0,152118.0,0.011716754293150854
atop,1,0.018867924528301886,1116300.0,462305.0,0.03560863338654929
attempt,1,0.018867924528301886,42662834.0,4043451.0,0.31144323395913115
atween,1,0.018867924528301886,23522.0,11133.0,0.0008575094699223528
aug,2,0.03773584905660377,1459485.0,313436.0,0.02414213044234102
aught,1,0.018867924528301886,815226.0,350677.0,0.027010585501119275
aughts,1,0.018867924528301886,821.0,490.0,3.774181624557198e-05
august,1,0.018867924528301886,37976040.0,3318021.0,0.25556763036928365
auth,3,0.05660377358490566,158836.0,35194.0,0.002710786695809511
av,2,0.03773584905660377,3179989.0,487819.0,0.03757382665122179
available,11,0.20754716981132076,75018968.0,4379791.0,0.3373495247265509
availabler,1,0.018867924528301886,62.0,62.0,4.775495116786659e-06
availablest,1,0.018867924528301886,40.0,40.0,3.0809645914752636e-06
award,1,0.018867924528301886,8105393.0,1535802.0,0.11829378953792233
away,17,0.32075471698113206,121862915.0,4872332.0,0.3752870592477964
awesome,1,0.018867924528301886,1029421.0,545717.0,0.04203336884915266
awfully,10,0.18867924528301888,965984.0,437077.0,0.033665469018705846
aww,1,0.018867924528301886,18530.0,9872.0,0.0007603820611760951
b,16,0.3018867924528302,119602521.0,5288042.0,0.4073067540058509
babi,1,0.018867924528301886,65539.0,17853.0,0.001375111521290197
back,15,0.2830188679245283,203273772.0,6193339.0,0.47703645405007045
backed,2,0.03773584905660377,5156826.0,1749792.0,0.1347761798611671
backing,2,0.03773584905660377,2888325.0,1136614.0,0.08754668720437664
backs,2,0.03773584905660377,3592213.0,1542874.0,0.11883850407769515
backward,3,0.05660377358490566,6991703.0,2014587.0,0.15517178033615942
backwards,3,0.05660377358490566,2747351.0,1094350.0,0.08429134001702387
bad,1,0.018867924528301886,42658131.0,4538694.0,0.34958888763853074
bar,1,0.018867924528301886,23881626.0,3380393.0,0.260371778456771
barring,1,0.018867924528301886,791114.0,519142.0,0.03998645299869128
based,1,0.018867924528301886,98509945.0,5086111.0,0.3917531974828211
be,49,0.9245283018867925,2409421528.0,7953395.0,0.6126032094254101
became,21,0.39622641509433965,96390351.0,4056547.0,0.31245194176638014
becaus,1,0.018867924528301886,33903.0,12570.0,0.0009681931228711016
because,42,0.7924528301886793,306160671.0,7912494.0,0.6094528461065118
become,23,0.4339622641509434,123733556.0,4627314.0,0.3564147646909442
becomes,20,0.37735849056603776,49384665.0,3861517.0,0.29742992865949464
becoming,17,0.32075471698113206,23484443.0,3935186.0,0.30310421817172944
becominger,1,0.018867924528301886,0.0,0.0,0.0
becomingest,1,0.018867924528301886,53.0,52.0,4.005253968917843e-06
becomings,1,0.018867924528301886,21859.0,7354.0,0.0005664353401427273
bed,2,0.03773584905660377,37543764.0,3243470.0,0.24982540558780683
been,46,0.8679245283018868,809520620.0,5016640.0,0.38640225520446164
befor,1,0.018867924528301886,47638.0,25132.0,0.001935770052823908
before,38,0.7169811320754716,302583542.0,8512537.0,0.6556706270155767
beforehand,20,0.37735849056603776,1960035.0,996578.0,0.07676053826608088
beforehander,1,0.018867924528301886,0.0,0.0,0.0
beforehandest,1,0.018867924528301886,0.0,0.0,0.0
began,4,0.07547169811320754,81631233.0,3881887.0,0.29899890987770344
begin,7,0.1320754716981132,34655431.0,4245243.0,0.3269860841302056
beginning,4,0.07547169811320754,57165133.0,5368537.0,0.41350681012562096
beginnings,3,0.05660377358490566,3777022.0,1618149.0,0.12463649431827765
begins,3,0.05660377358490566,20070862.0,3303426.0,0.2544434634139691
behind,27,0.5094339622641509,60112798.0,5285675.0,0.4071244379261504
behinds,1,0.018867924528301886,30195.0,24603.0,0.001895024296101648
being,32,0.6037735849056604,308096733.0,6957392.0,0.5358869600253316
beings,2,0.03773584905660377,15256896.0,2195633.0,0.16911668822186518
believe,12,0.22641509433962265,69024955.0,4510106.0,0.3473869222450034
below,31,0.5849056603773585,61334394.0,5338106.0,0.41116288928854133
beneath,4,0.07547169811320754,16800421.0,3081634.0,0.23736013094715708
beside,23,0.4339622641509434,14859321.0,2736331.0,0.2107634730389025
besides,21,0.39622641509433965,24729516.0,4994929.0,0.3847299846483237
best,12,0.22641509433962265,119759993.0,5684019.0,0.4378065319068159
better,13,0.24528301886792453,112579550.0,5800101.0,0.4467476451995067
bettered,1,0.018867924528301886,180030.0,147951.0,0.011395794806833918
bettering,1,0.018867924528301886,200527.0,158105.0,0.012177897668379914
betters,1,0.018867924528301886,250896.0,174786.0,0.013462736927139885
between,38,0.7169811320754716,372032027.0,7514299.0,0.5787822287189496
betwixt,2,0.03773584905660377,996200.0,260752.0,0.020084191978908948
beyond,23,0.4339622641509434,59211447.0,5957873.0,0.4588998938376626
big,4,0.07547169811320754,49743891.0,4668090.0,0.3595554999954941
bill,4,0.07547169811320754,38953103.0,3525620.0,0.27155775957492545
billion,2,0.03773584905660377,11472138.0,1013841.0,0.07809020555964682
biol,3,0.05660377358490566,5744815.0,228751.0,0.01761934328161395
birthday,3,0.05660377358490566,4911676.0,1512508.0,0.1164995898080767
bist,1,0.018867924528301886,108500.0,39685.0,0.003056701995317396
bit,2,0.03773584905660377,26875686.0,2956405.0,0.22771447807651068
black,1,0.018867924528301886,90770766.0,5939642.0,0.45749566720098295
bml,1,0.018867924528301886,22394.0,6081.0,0.000468383642019027
body,1,0.018867924528301886,125829202.0,5283849.0,0.4069837918925495
book,3,0.05660377358490566,122339388.0,7471834.0,0.5755113996845246
both,37,0.6981132075471698,271888302.0,8265618.0,0.6366519096165146
bottom,6,0.11320754716981132,27223792.0,3668872.0,0.28259161806637584
boy,2,0.03773584905660377,38610205.0,3537643.0,0.27248382050700815
brief,11,0.20754716981132076,23500003.0,4232403.0,0.325997094496342
briefly,5,0.09433962264150944,10915301.0,3174009.0,0.24447523355059525
brought,2,0.03773584905660377,83754838.0,4324155.0,0.333064211076268
but,47,0.8867924528301887,1396171439.0,8924389.0,0.6873931627387834
buts,1,0.018867924528301886,97770.0,74168.0,0.005712724545513434
by,49,0.9245283018867925,2351529575.0,10900913.0,0.8396331741938098
by-and-by,1,0.018867924528301886,0.0,0.0,0.0
byandby,1,0.018867924528301886,65.0,63.0,4.85251923157354e-06
c,16,0.3018867924528302,121641701.0,5675714.0,0.43716684663351085
c'mon,5,0.09433962264150944,241521.0,93952.0,0.0072365696324571
c's,5,0.09433962264150944,674.0,528.0,4.066873260747348e-05
ca,4,0.07547169811320754,13887442.0,1837621.0,0.14154113083878414
call,9,0.16981132075471697,69425996.0,5212430.0,0.4014828066385852
called,3,0.05660377358490566,164880741.0,4877762.0,0.3757053001910891
came,15,0.2830188679245283,147265524.0,4379220.0,0.3373055439570076
can,39,0.7358490566037735,832705210.0,7847967.0,0.6044827110516587
can't,15,0.2830188679245283,52752.0,42863.0,0.0033014846321101055
cannot,33,0.6226415094339622,43729.0,35342.0,0.0027221862647979693
canst,3,0.05660377358490566,602663.0,240247.0,0.01850481250520394
cant,19,0.3584905660377358,996416.0,453444.0,0.03492612270542274
canted,1,0.018867924528301886,82464.0,48372.0,0.003725810480471036
cantest,1,0.018867924528301886,96.0,95.0,7.317290904753751e-06
canting,1,0.018867924528301886,100642.0,66706.0,0.005137970600973723
cants,1,0.018867924528301886,41425.0,26677.0,0.0020547723101696403
caption,3,0.05660377358490566,980351.0,349510.0,0.026920698359162984
car,2,0.03773584905660377,35783521.0,2983601.0,0.2298092259022547
care,1,0.018867924528301886,84289888.0,5123011.0,0.39459538731845706
carry,1,0.018867924528301886,33794599.0,4125499.0,0.3177629085291652
case,2,0.03773584905660377,208128805.0,6027844.0,0.4642893481734155
cases,2,0.03773584905660377,103842266.0,4562990.0,0.3514602655313928
cause,12,0.22641509433962265,81093861.0,4838758.0,0.3727010516179416
causes,9,0.16981132075471697,34771785.0,3991528.0,0.3074439108470519
cc,1,0.018867924528301886,4258815.0,634263.0,0.04885354611707188
cent,2,0.03773584905660377,62535602.0,2156836.0,0.16612838364047855
century,1,0.018867924528301886,101306522.0,4960836.0,0.38210400150289453
cer,1,0.018867924528301886,370082.0,217371.0,0.01674280885533924
certain,17,0.32075471698113206,127677432.0,6023946.0,0.4639891081739762
certainer,1,0.018867924528301886,921.0,853.0,6.570156991321e-05
certainest,1,0.018867924528301886,1108.0,996.0,7.671601832773407e-05
certainly,10,0.18867924528301888,46103884.0,5627399.0,0.43344542652758267
cest,1,0.018867924528301886,65515.0,32903.0,0.002534324448832765
cf,2,0.03773584905660377,14341957.0,1438268.0,0.11078131952629862
changes,7,0.1320754716981132,80269182.0,5218256.0,0.4019315491313336
check,1,0.018867924528301886,26835907.0,3746805.0,0.2885943384040619
chez,1,0.018867924528301886,1036726.0,271889.0,0.02094200954529045
choose,2,0.03773584905660377,24447292.0,3720394.0,0.28656005450842553
circa,3,0.05660377358490566,1284572.0,345059.0,0.026577864024246577
class,1,0.018867924528301886,96809206.0,5096934.0,0.39258682947715956
clear,2,0.03773584905660377,77725341.0,4890055.0,0.37665215763416426
clearly,8,0.1509433962264151,48921906.0,5244530.0,0.4039552807232441
close,3,0.05660377358490566,72013022.0,5484869.0,0.42246717944700846
cm,1,0.018867924528301886,20390035.0,1821016.0,0.14026214541274798
co,19,0.3584905660377358,41739382.0,4881400.0,0.3759855139206838
co.,3,0.05660377358490566,35277617.0,2368653.0,0.18244340056229144
collected,1,0.018867924528301886,19195556.0,3428996.0,0.2641153815077578
collection,1,0.018867924528301886,33303465.0,4302685.0,0.3314105033317936
com,15,0.2830188679245283,6833796.0,2051610.0,0.15802344413791414
come,17,0.32075471698113206,168833211.0,6088621.0,0.4689706427978178
come-on,1,0.018867924528301886,0.0,0.0,0.0
come-ons,1,0.018867924528301886,0.0,0.0,0.0
comeon,1,0.018867924528301886,2893.0,2423.0,0.0001866294301286141
comeons,1,0.018867924528301886,590.0,586.0,4.513613126511261e-05
comes,10,0.18867924528301888,45586865.0,4306184.0,0.3316800107094329
coming,2,0.03773584905660377,47322033.0,5015406.0,0.3863072074468147
community,1,0.018867924528301886,81050273.0,4429382.0,0.34116922760294716
compare,2,0.03773584905660377,15289897.0,3532310.0,0.2720730509028497
compared,1,0.018867924528301886,34980147.0,4480805.0,0.345130038657633
completely,1,0.018867924528301886,35347646.0,4005702.0,0.3085356506500412
computer,3,0.05660377358490566,36075322.0,2119364.0,0.1632421360111845
con,7,0.1320754716981132,10719518.0,2561230.0,0.19727647351560473
concept,1,0.018867924528301886,36799486.0,3048060.0,0.2347741233173023
concern,1,0.018867924528301886,28867427.0,3633959.0,0.27990247514682143
concerning,10,0.18867924528301888,30733752.0,3814588.0,0.2938152639766611
concerninger,1,0.018867924528301886,0.0,0.0,0.0
concerningest,1,0.018867924528301886,0.0,0.0,0.0
condition,1,0.018867924528301886,57623273.0,4373748.0,0.33688406800089377
conference,1,0.018867924528301886,32026331.0,3446789.0,0.2654858715821608
consequently,9,0.16981132075471697,20078385.0,3950233.0,0.30426320002692764
consider,11,0.20754716981132076,51698517.0,5098816.0,0.3927317888611884
considerable,1,0.018867924528301886,39885231.0,3871311.0,0.29818430283971736
considered,4,0.07547169811320754,75772551.0,4441182.0,0.34207811215743233
considering,11,0.20754716981132076,15531653.0,4118145.0,0.3171964731890225
considers,1,0.018867924528301886,6606378.0,1978715.0,0.1524087712905244
consist,1,0.018867924528301886,9288161.0,2174033.0,0.16745296734246853
consisted,1,0.018867924528301886,9433787.0,2299253.0,0.17709792699608187
consisting,1,0.018867924528301886,10755146.0,2402195.0,0.18502694342047302
contain,10,0.18867924528301888,24196326.0,3227729.0,0.24861296899694654
containing,10,0.18867924528301888,26517283.0,3209248.0,0.24718948633157017
contains,10,0.18867924528301888,31385540.0,3304473.0,0.254524107662151
contemporary,1,0.018867924528301886,22674226.0,3186552.0,0.2454413470223671
contrariwise,2,0.03773584905660377,153031.0,98558.0,0.0075913427051654755
contribution,1,0.018867924528301886,17487906.0,3050174.0,0.23493695229596176
cool,1,0.018867924528301886,12166358.0,2584205.0,0.19904610255283334
corp,2,0.03773584905660377,765002.0,147399.0,0.01135327749547156
corp.,1,0.018867924528301886,5622064.0,448202.0,0.0345223622957099
corporation,1,0.018867924528301886,28525199.0,2420746.0,0.18645581777388445
corresponding,8,0.1509433962264151,22209194.0,2705948.0,0.20842324935933268
cos,3,0.05660377358490566,1831011.0,381528.0,0.02938685646640936
cost,1,0.018867924528301886,73053855.0,4287084.0,0.33020885011700346
could,40,0.7547169811320755,443444946.0,6336959.0,0.48809865741576236
could've,1,0.018867924528301886,225.0,217.0,1.6714232908753305e-05
couldn,2,0.03773584905660377,98971.0,48230.0,0.003714873056171299
couldn't,13,0.24528301886792453,17569.0,15412.0,0.001187095657095419
couldnt,9,0.16981132075471697,35737.0,10823.0,0.0008336319943384195
couldst,2,0.03773584905660377,92501.0,56711.0,0.004368114573678842
couple,1,0.018867924528301886,18961766.0,2617703.0,0.2016262563499643
course,9,0.16981132075471697,133623559.0,5103520.0,0.3930941102971459
cra,1,0.018867924528301886,182281.0,44653.0,0.003439357797578624
criticism,1,0.018867924528301886,19726225.0,2972331.0,0.22894116412860654
critique,1,0.018867924528301886,6257302.0,1240167.0,0.09552276536290258
cry,4,0.07547169811320754,12354463.0,2522514.0,0.19429440788751584
cu,2,0.03773584905660377,3237848.0,460822.0,0.03549440662432035
cum,1,0.018867924528301886,3281526.0,669123.0,0.05153860675854257
current,1,0.018867924528301886,69275284.0,4906131.0,0.3778903973034782
currently,10,0.18867924528301888,11751383.0,2329547.0,0.17943129552943565
d,19,0.3584905660377358,83873299.0,5826688.0,0.44879548533934555
dad,1,0.018867924528301886,7665418.0,977772.0,0.07531202276339878
dai,2,0.03773584905660377,858796.0,194263.0,0.014962935610843978
damn,1,0.018867924528301886,4494519.0,1044613.0,0.08046039161986875
dare,3,0.05660377358490566,6946475.0,1943116.0,0.1496667898282262
dared,1,0.018867924528301886,3923014.0,1325535.0,0.10209815999402909
daren't,4,0.07547169811320754,72175.0,49299.0,0.003797211834878476
dares,1,0.018867924528301886,753600.0,484529.0,0.037320417313572954
daring,1,0.018867924528301886,3887597.0,1476230.0,0.11370530897183821
das,2,0.03773584905660377,9196460.0,1001077.0,0.07710706975850706
date,4,0.07547169811320754,49567953.0,5405585.0,0.41636039953024534
day,5,0.09433962264150944,235502808.0,7149547.0,0.550687528802205
days,1,0.018867924528301886,117567465.0,5402759.0,0.4161427293818576
dday,1,0.018867924528301886,8536.0,5272.0,0.00040607113315643974
ddays,1,0.018867924528301886,73.0,62.0,4.775495116786659e-06
de,12,0.22641509433962265,212139309.0,5995287.0,0.46178167406829895
dealing,1,0.018867924528301886,17774554.0,3326842.0,0.2562470600858187
dear,3,0.05660377358490566,26269881.0,3137630.0,0.24167317327876328
dec,2,0.03773584905660377,2766774.0,634017.0,0.04883459818483431
december,1,0.018867924528301886,37131693.0,2829784.0,0.21796160763808095
decided,1,0.018867924528301886,36802200.0,3530166.0,0.27190791120074664
definitely,7,0.1320754716981132,7914405.0,2282180.0,0.17578289428432542
del,1,0.018867924528301886,14848330.0,1263885.0,0.09734962331741784
demonstrate,1,0.018867924528301886,11106364.0,2348048.0,0.18085631867710775
demonstrated,1,0.018867924528301886,15992028.0,2463644.0,0.1897599982500121
department,2,0.03773584905660377,60580069.0,5033735.0,0.3877189824467434
depend,1,0.018867924528301886,16438404.0,3039211.0,0.23409253692555318
der,3,0.05660377358490566,38103605.0,1886029.0,0.1452697141873875
describe,6,0.11320754716981132,23895537.0,3509832.0,0.2703417028506702
described,8,0.1509433962264151,65770518.0,4007254.0,0.3086551920761904
describes,1,0.018867924528301886,15100734.0,2624386.0,0.20214100850908504
describing,1,0.018867924528301886,9370749.0,2705810.0,0.20841262003149208
despite,13,0.24528301886792453,32037324.0,4735375.0,0.3647380675589294
despited,1,0.018867924528301886,533.0,482.0,3.712562332727693e-05
despites,1,0.018867924528301886,1667.0,1553.0,0.00011961845026402712
despiting,1,0.018867924528301886,204.0,184.0,1.4172437120786213e-05
detail,5,0.09433962264150944,24235031.0,3618204.0,0.2786889602183541
development,1,0.018867924528301886,146284119.0,5795626.0,0.4464029622858354
di,1,0.018867924528301886,17305901.0,1579754.0,0.12167915343103534
did,36,0.6792452830188679,344906403.0,6668984.0,0.5136725891278767
didn,4,0.07547169811320754,262612.0,95053.0,0.007321373182837456
didn't,17,0.32075471698113206,37778.0,30453.0,0.002345615367604905
didnt,3,0.05660377358490566,132.0,122.0,9.396942003999554e-06
die,1,0.018867924528301886,52073688.0,4241286.0,0.32668129970799387
differ,2,0.03773584905660377,13545078.0,2567249.0,0.19774008166250698
different,15,0.2830188679245283,190880652.0,5969384.0,0.4597865184229744
differenter,1,0.018867924528301886,953.0,719.0,5.538033853176787e-05
differentest,1,0.018867924528301886,126.0,123.0,9.473966118786437e-06
differently,2,0.03773584905660377,6961139.0,2293962.0,0.17669039240474446
difficult,2,0.03773584905660377,65288811.0,4401371.0,0.3390117051236518
